"","age","educ","black","married","nodegree","re74","re75","re78","hisp","sample","treat","educ_cat4"
"1432",38,12,0,1,0,22037.83203125,17983.791015625,22177.720703125,0,2,0,2
"1433",38,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1434",38,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1435",38,12,0,1,0,25748.68359375,25243.548828125,25564.669921875,0,2,0,2
"1436",38,12,0,1,0,23368.17578125,23139.919921875,22619.560546875,0,2,0,2
"1437",38,12,0,1,0,19739.61328125,20857.2578125,21642.783203125,0,2,0,2
"1438",38,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1439",38,12,0,1,0,16520.537109375,12603.87109375,16928.8359375,0,2,0,2
"1440",38,12,0,1,0,17562.8671875,16435.162109375,6454.70947265625,0,2,0,2
"1441",38,12,0,1,0,25862.322265625,20757,25564.669921875,0,2,0,2
"1442",38,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1443",38,12,0,1,0,20609.52734375,18793.015625,15848.6171875,0,2,0,2
"1444",38,12,0,1,0,18105.583984375,14920.548828125,16736.73046875,0,2,0,2
"1445",43,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1446",47,13,0,1,0,22251.392578125,25243.548828125,25564.669921875,0,2,0,3
"1447",47,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1448",47,11,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2,0,1
"1449",47,11,0,1,1,7259.08349609375,5541.04833984375,4781.92333984375,0,2,0,1
"1450",43,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1451",43,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1452",47,12,0,1,0,25862.322265625,25243.548828125,25091.796875,0,2,0,2
"1453",47,12,0,1,0,25862.322265625,25243.548828125,0,0,2,0,2
"1454",47,12,0,1,0,0,0,23028.890625,0,2,0,2
"1455",47,12,0,1,0,0,0,0,0,2,0,2
"1456",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1457",47,12,0,1,0,23566.060546875,25243.548828125,25564.669921875,0,2,0,2
"1458",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1459",47,12,0,1,0,20125.587890625,9757.2578125,14896.9619140625,0,2,0,2
"1460",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1461",47,12,0,1,0,0,0,0,0,2,0,2
"1462",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1463",47,12,0,1,0,25862.322265625,22427.37109375,25564.669921875,0,2,0,2
"1464",47,12,0,1,0,24710.2734375,25243.548828125,25564.669921875,0,2,0,2
"1465",47,12,0,1,0,25862.322265625,25243.548828125,24187.427734375,0,2,0,2
"1466",47,12,0,1,0,0,3330,24119.453125,0,2,0,2
"1467",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1468",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1469",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1470",47,12,0,1,0,18379.8828125,22285.935546875,25564.669921875,0,2,0,2
"1471",47,12,0,1,0,0,0,0,0,2,0,2
"1472",47,12,0,1,0,18403.392578125,19498.40234375,18938.54296875,0,2,0,2
"1473",47,12,0,1,0,25848.607421875,23030.708984375,25564.669921875,0,2,0,2
"1474",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1475",47,12,0,1,0,25862.322265625,25243.548828125,0,0,2,0,2
"1476",47,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1477",47,10,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2,0,1
"1478",46,10,1,1,1,25862.322265625,25243.548828125,25564.669921875,0,2,0,1
"1479",43,12,0,1,0,14328.1181640625,3453.5322265625,18781.904296875,0,2,0,2
"1480",43,12,0,1,0,21260.00390625,25145.080078125,21676.771484375,0,2,0,2
"1481",43,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1482",43,12,0,1,0,19100.892578125,18291.7265625,12013.9169921875,0,2,0,2
"1483",43,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1484",43,12,0,1,0,25862.322265625,19842.14453125,25564.669921875,0,2,0,2
"1485",43,12,0,1,0,0,0,25564.669921875,0,2,0,2
"1486",43,12,0,1,0,497.653778076172,0,59.1090621948242,0,2,0,2
"1487",43,12,0,1,0,25862.322265625,25243.548828125,0,0,2,0,2
"1488",43,12,0,1,0,25862.322265625,22706.662109375,25564.669921875,0,2,0,2
"1489",43,12,0,1,0,19610.30078125,19251.337890625,23049.580078125,0,2,0,2
"1490",43,12,0,1,0,25862.322265625,23931.2421875,23320.00390625,0,2,0,2
"1491",43,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1492",43,12,0,1,0,11857.482421875,14874,23611.115234375,0,2,0,2
"1493",43,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1494",43,12,0,1,0,16122.806640625,18914.7578125,19733.560546875,0,2,0,2
"1495",43,10,0,1,1,19145.955078125,19206.580078125,16921.447265625,0,2,0,1
"1496",47,9,0,1,1,25862.322265625,25243.548828125,17580.513671875,0,2,0,1
"1497",26,12,0,1,0,0,0,0,0,2,0,2
"1498",36,12,1,1,0,1199.0712890625,0,0,0,2,0,2
"1499",38,7,0,1,1,16177.666015625,16232.8544921875,25564.669921875,0,2,0,1
"1500",43,9,0,1,1,14498.57421875,14421.048828125,12627.173828125,0,2,0,1
"1501",43,9,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2,0,1
"1502",47,8,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2,0,1
"1503",43,16,0,1,0,0,463.693542480469,542.325622558594,1,2,0,4
"1504",53,18,0,1,0,25862.322265625,25243.548828125,9314.1103515625,0,2,0,4
"1505",53,18,0,1,0,11467.5888671875,12057.822265625,13822.654296875,0,2,0,4
"1506",53,18,0,1,0,22431.646484375,21795.38671875,21687.115234375,0,2,0,4
"1507",50,18,0,1,0,9641.5517578125,10638.0966796875,11279.4873046875,0,2,0,4
"1508",50,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1509",50,17,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1510",53,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1511",53,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1512",53,16,0,1,0,25862.322265625,9282.822265625,14888.095703125,0,2,0,4
"1513",53,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1514",53,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1515",50,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1516",50,16,0,1,0,20376.375,25243.548828125,25564.669921875,0,2,0,4
"1517",50,16,0,1,0,13611.0263671875,25243.548828125,25564.669921875,0,2,0,4
"1518",50,16,0,1,0,20354.822265625,18243.38671875,20481.291015625,0,2,0,4
"1519",18,11,0,0,1,0,6253.5966796875,12222.2763671875,0,2,0,1
"1520",18,11,0,0,1,0,102.048385620117,8731.88671875,0,2,0,1
"1521",54,18,0,0,0,25862.322265625,25243.548828125,0,0,2,0,4
"1522",47,12,0,1,0,2090.53759765625,1638.14514160156,7243.8154296875,1,2,0,2
"1523",47,12,0,1,0,25862.322265625,23909.7578125,0,1,2,0,2
"1524",53,15,0,1,0,25862.322265625,2477.80639648438,0,0,2,0,3
"1525",18,12,0,0,0,1285.27905273438,4762.25830078125,6219.7509765625,0,2,0,2
"1526",18,12,0,0,0,0,784.161315917969,0,0,2,0,2
"1527",18,12,0,0,0,2835.05908203125,2372.17749023438,5389.26904296875,0,2,0,2
"1528",18,12,0,0,0,5560.3994140625,6022.64501953125,13701.48046875,0,2,0,2
"1529",18,12,0,0,0,1865.22204589844,0,7134.4638671875,0,2,0,2
"1530",18,12,0,0,0,0,209.467742919922,10741.5947265625,0,2,0,2
"1531",18,12,0,0,0,0,10589.7578125,0,0,2,0,2
"1532",18,12,0,0,0,2325.64965820312,6105,2365.84033203125,0,2,0,2
"1533",54,17,0,0,0,25862.322265625,25243.548828125,0,0,2,0,4
"1534",53,14,0,1,0,0,16139.7578125,0,0,2,0,3
"1535",53,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1536",53,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1537",53,14,0,1,0,25862.322265625,25243.548828125,0,0,2,0,3
"1538",38,2,0,1,1,2991.80029296875,1826.12902832031,967.910888671875,0,2,0,1
"1539",50,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1540",50,14,0,1,0,25862.322265625,17292.7265625,0,0,2,0,3
"1541",50,14,0,1,0,16111.05078125,4731.82275390625,0,0,2,0,3
"1542",50,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1543",50,14,0,1,0,25862.322265625,25157.61328125,25564.669921875,0,2,0,3
"1544",50,14,0,1,0,12727.3974609375,16243.5966796875,2980.57446289062,0,2,0,3
"1545",53,13,0,1,0,10580.041015625,17545.162109375,6058.67919921875,0,2,0,3
"1546",53,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1547",53,13,0,1,0,0,0,0,0,2,0,3
"1548",53,13,0,1,0,0,0,0,0,2,0,3
"1549",53,11,0,1,1,25862.322265625,23639.419921875,25564.669921875,0,2,0,1
"1550",55,12,1,1,0,18636.544921875,18685.59765625,20441.392578125,0,2,0,2
"1551",37,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1552",47,2,0,1,1,6626.240234375,6137.2255859375,6499.04150390625,0,2,0,1
"1553",50,11,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2,0,1
"1554",50,11,0,1,1,13599.2705078125,14496.2421875,20677.828125,0,2,0,1
"1555",53,12,0,1,0,25862.322265625,0,6643.85888671875,0,2,0,2
"1556",53,12,0,1,0,17319.91796875,15826.451171875,2572.72192382812,0,2,0,2
"1557",53,12,0,1,0,25862.322265625,25243.548828125,19107.00390625,0,2,0,2
"1558",53,12,0,1,0,10478.1591796875,10167.2421875,7128.55322265625,0,2,0,2
"1559",53,12,0,1,0,8228.9208984375,7519.35498046875,0,0,2,0,2
"1560",53,12,0,1,0,0,0,0,0,2,0,2
"1561",53,12,0,1,0,5695.58837890625,11329.1611328125,0,0,2,0,2
"1562",53,12,0,1,0,25725.173828125,25243.548828125,25564.669921875,0,2,0,2
"1563",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1564",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1565",53,12,0,1,0,25004.162109375,25243.548828125,0,0,2,0,2
"1566",53,12,0,1,0,25862.322265625,25243.548828125,24459.330078125,0,2,0,2
"1567",53,12,0,1,0,0,0,0,0,2,0,2
"1568",53,12,0,1,0,13105.53515625,13917.9677734375,14308.826171875,0,2,0,2
"1569",53,12,0,1,0,25862.322265625,16791.435546875,0,0,2,0,2
"1570",53,12,0,1,0,21218.859375,25243.548828125,25564.669921875,0,2,0,2
"1571",53,12,0,1,0,23861.91015625,21972.62890625,25474.529296875,0,2,0,2
"1572",53,12,0,1,0,0,0,0,0,2,0,2
"1573",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1574",53,12,0,1,0,21694.9609375,20678.2265625,25275.03515625,0,2,0,2
"1575",53,12,0,1,0,15084.3955078125,14752.2578125,14036.9248046875,0,2,0,2
"1576",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1577",53,12,0,1,0,10580.041015625,9667.7421875,3830.26733398438,0,2,0,2
"1578",53,12,0,1,0,14931.572265625,13482.9189453125,16450.052734375,0,2,0,2
"1579",53,12,0,1,0,0,0,0,0,2,0,2
"1580",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1581",53,12,0,1,0,23281.966796875,21276.193359375,21657.560546875,0,2,0,2
"1582",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1583",53,12,0,1,0,25862.322265625,25243.548828125,0,0,2,0,2
"1584",53,12,0,1,0,25862.322265625,24901.59765625,23463.341796875,0,2,0,2
"1585",53,12,0,1,0,22508.056640625,23621.515625,0,0,2,0,2
"1586",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1587",53,12,0,1,0,25862.322265625,25243.548828125,431.496154785156,0,2,0,2
"1588",53,12,0,1,0,25862.322265625,25211.322265625,25564.669921875,0,2,0,2
"1589",53,12,0,1,0,3136.7861328125,2866.30639648438,4541.0537109375,0,2,0,2
"1590",53,12,0,1,0,19383.02734375,1203.09680175781,25564.669921875,0,2,0,2
"1591",53,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1592",53,12,0,1,0,22284.701171875,21675.435546875,3855.388671875,0,2,0,2
"1593",53,12,0,1,0,23575.857421875,16988.37109375,25564.669921875,0,2,0,2
"1594",53,12,0,1,0,24396.791015625,24507.7265625,15306.2919921875,0,2,0,2
"1595",53,10,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2,0,1
"1596",53,10,0,1,1,25862.322265625,25243.548828125,106.39631652832,0,2,0,1
"1597",53,10,0,1,1,25862.322265625,7027.01611328125,21359.060546875,0,2,0,1
"1598",53,10,0,1,1,21781.169921875,21539.37109375,25564.669921875,0,2,0,1
"1599",50,12,0,1,0,25862.322265625,0,25564.669921875,0,2,0,2
"1600",50,12,0,1,0,21077.79296875,23107.693359375,19307.974609375,0,2,0,2
"1601",50,12,0,1,0,25862.322265625,23612.564453125,25564.669921875,0,2,0,2
"1602",50,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1603",50,12,0,1,0,16812.46875,22590.291015625,15123.0537109375,0,2,0,2
"1604",50,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1605",50,12,0,1,0,16446.0859375,14866.8388671875,13634.9833984375,0,2,0,2
"1606",50,12,0,1,0,22180.859375,24058.35546875,0,0,2,0,2
"1607",50,12,0,1,0,23910.892578125,24230.2265625,25564.669921875,0,2,0,2
"1608",50,12,0,1,0,0,0,0,0,2,0,2
"1609",50,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1610",50,12,0,1,0,21604.8359375,14655.5810546875,21413.736328125,0,2,0,2
"1611",50,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1612",50,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1613",50,12,0,1,0,0,0,0,0,2,0,2
"1614",50,12,0,1,0,24571.1640625,24242.7578125,25564.669921875,0,2,0,2
"1615",50,12,0,1,0,16865.369140625,16000.11328125,21976.75,0,2,0,2
"1616",50,12,0,1,0,18144.76953125,18605.033203125,25564.669921875,0,2,0,2
"1617",50,12,0,1,0,19555.44140625,16741.306640625,21594.017578125,0,2,0,2
"1618",50,12,0,1,0,11124.716796875,25243.548828125,722.608276367188,0,2,0,2
"1619",50,12,0,1,0,25862.322265625,18254.12890625,25564.669921875,0,2,0,2
"1620",50,12,0,1,0,25862.322265625,25182.677734375,25564.669921875,0,2,0,2
"1621",50,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1622",50,12,0,1,0,25862.322265625,20495.61328125,17193.349609375,0,2,0,2
"1623",38,5,0,1,1,21977.095703125,22960.88671875,21576.28515625,1,2,0,1
"1624",53,9,0,1,1,23050.7734375,24119.2265625,25564.669921875,0,2,0,1
"1625",37,14,0,1,0,25862.322265625,25243.548828125,0,0,2,0,3
"1626",37,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1627",50,9,0,1,1,25862.322265625,25243.548828125,25564.669921875,0,2,0,1
"1628",53,8,0,1,1,24745.5390625,23080.837890625,25564.669921875,0,2,0,1
"1629",53,15,0,1,0,18930.435546875,25243.548828125,13067.5361328125,1,2,0,3
"1630",37,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1631",50,8,0,1,1,20834.84375,11952.193359375,16305.2353515625,0,2,0,1
"1632",54,12,0,0,0,17960.599609375,20447.2734375,20544.83203125,0,2,0,2
"1633",50,8,0,1,1,18481.763671875,25243.548828125,25564.669921875,0,2,0,1
"1634",50,8,0,1,1,25862.322265625,25243.548828125,19501.556640625,0,2,0,1
"1635",50,8,0,1,1,7343.33203125,5041.54833984375,13704.4365234375,0,2,0,1
"1636",54,12,0,0,0,836.60693359375,707.177429199219,121.17357635498,0,2,0,2
"1637",53,7,0,1,1,10033.4052734375,5875.8388671875,4026.80493164062,0,2,0,1
"1638",53,14,0,1,0,20966.11328125,21847.306640625,22028.470703125,1,2,0,3
"1639",37,12,0,1,0,20828.96484375,19392.7734375,20162.1015625,0,2,0,2
"1640",37,12,0,1,0,25470.46875,25243.548828125,25564.669921875,0,2,0,2
"1641",37,12,0,1,0,25862.322265625,23539.162109375,25564.669921875,0,2,0,2
"1642",37,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1643",37,12,0,1,0,25862.322265625,25243.548828125,0,0,2,0,2
"1644",37,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1645",37,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1646",37,12,0,1,0,25778.07421875,25243.548828125,25564.669921875,0,2,0,2
"1647",37,12,0,1,0,17415.921875,14938.451171875,0,0,2,0,2
"1648",37,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1649",37,12,0,1,0,20055.0546875,21004.064453125,22718.568359375,0,2,0,2
"1650",37,12,0,1,0,10180.3505859375,0,3245.08764648438,0,2,0,2
"1651",37,12,0,1,0,20611.486328125,18184.306640625,18291.298828125,0,2,0,2
"1652",37,12,0,1,0,19038.1953125,25243.548828125,4968.11669921875,0,2,0,2
"1653",37,12,0,1,0,17764.671875,17162.033203125,25564.669921875,0,2,0,2
"1654",50,7,0,1,1,0,16549.7421875,2822.45776367188,0,2,0,1
"1655",50,7,0,1,1,21277.63671875,13626.1455078125,18614.921875,0,2,0,1
"1656",19,13,0,0,0,1581.12829589844,153.967742919922,4877.9755859375,0,2,0,3
"1657",19,13,0,0,0,4353.49072265625,9057.2421875,16265.3359375,0,2,0,3
"1658",53,6,0,1,1,5636.810546875,7535.4677734375,6326.1474609375,0,2,0,1
"1659",19,12,0,0,0,1908.32580566406,3949.45166015625,628.033813476562,0,2,0,2
"1660",19,12,0,0,0,1677.13232421875,3312.0966796875,11600.1533203125,0,2,0,2
"1661",19,12,0,0,0,7051.4013671875,7086.0966796875,20627.5859375,0,2,0,2
"1662",19,12,0,0,0,2537.25048828125,7433.41943359375,18866.134765625,0,2,0,2
"1663",19,12,0,0,0,0,5088.0966796875,17171.18359375,0,2,0,2
"1664",42,18,0,1,0,0,0,0,0,2,0,4
"1665",42,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1666",42,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1667",42,17,0,1,0,1910.28515625,988.258056640625,0,0,2,0,4
"1668",42,17,0,1,0,17478.619140625,16356.38671875,2365.84033203125,0,2,0,4
"1669",53,4,0,1,1,14379.05859375,12979.8388671875,0,0,2,0,1
"1670",42,16,0,1,0,25196.171875,25243.548828125,25564.669921875,0,2,0,4
"1671",43,0,0,1,1,244.908355712891,1305.14514160156,2006.75268554688,1,2,0,1
"1672",46,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1673",42,14,0,1,0,20664.38671875,19532.419921875,13886.1962890625,0,2,0,3
"1674",42,14,0,1,0,0,0,0,0,2,0,3
"1675",42,14,0,1,0,19010.765625,20012.2265625,20571.431640625,0,2,0,3
"1676",20,14,0,0,0,6667.384765625,5245.64501953125,1672.78649902344,0,2,0,3
"1677",39,12,0,0,0,1735.91040039062,5510.61279296875,3645.55151367188,0,2,0,2
"1678",46,17,0,1,0,0,0,0,0,2,0,4
"1679",36,18,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1680",42,13,0,1,0,17347.34765625,20449.064453125,17262.802734375,0,2,0,3
"1681",42,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1682",20,13,0,0,0,0,3202.88720703125,14289.6162109375,0,2,0,3
"1683",20,13,0,0,0,2059.189453125,3004.16137695312,16088.0087890625,0,2,0,3
"1684",20,13,0,0,0,3630.521484375,3863.51611328125,3876.07690429688,0,2,0,3
"1685",42,11,0,1,1,19831.69921875,18835.984375,19757.205078125,0,2,0,1
"1686",42,11,0,1,1,18140.8515625,17165.61328125,16987.9453125,0,2,0,1
"1687",20,11,0,0,1,3644.236328125,3816.9677734375,5720.27978515625,0,2,0,1
"1688",46,16,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,4
"1689",46,16,0,1,0,869.914489746094,25243.548828125,25564.669921875,0,2,0,4
"1690",46,16,0,1,0,25013.958984375,24577.548828125,25337.099609375,0,2,0,4
"1691",53,5,0,1,1,19541.7265625,24287.515625,23875.62890625,1,2,0,1
"1692",36,17,0,1,0,24884.6484375,25243.548828125,25564.669921875,0,2,0,4
"1693",50,0,0,1,1,10162.716796875,4218,220.181259155273,0,2,0,1
"1694",42,12,0,1,0,11185.4541015625,9639.0966796875,1418.61755371094,0,2,0,2
"1695",42,12,0,1,0,5869.96337890625,5340.5322265625,2255.0107421875,0,2,0,2
"1696",42,12,0,1,0,0,0,0,0,2,0,2
"1697",42,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1698",42,12,0,1,0,12746.990234375,4287.82275390625,6315.80322265625,0,2,0,2
"1699",42,12,0,1,0,6502.806640625,15241.0166015625,15468.841796875,0,2,0,2
"1700",42,12,0,1,0,25862.322265625,20352.38671875,21789.078125,0,2,0,2
"1701",42,12,0,1,0,25862.322265625,26.8548393249512,25564.669921875,0,2,0,2
"1702",42,12,0,1,0,19475.111328125,25243.548828125,25564.669921875,0,2,0,2
"1703",42,12,0,1,0,25860.36328125,25243.548828125,23661.357421875,0,2,0,2
"1704",42,12,0,1,0,20838.76171875,20907.38671875,22290.02734375,0,2,0,2
"1705",42,12,0,1,0,10517.34375,9384.87109375,25564.669921875,0,2,0,2
"1706",42,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1707",42,12,0,1,0,25862.322265625,25243.548828125,20710.337890625,0,2,0,2
"1708",42,12,0,1,0,25862.322265625,23401.306640625,25564.669921875,0,2,0,2
"1709",42,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1710",42,12,0,1,0,25862.322265625,22212.533203125,25564.669921875,0,2,0,2
"1711",42,12,0,1,0,10437.0146484375,0,0,0,2,0,2
"1712",42,12,0,1,0,21651.857421875,18825.2421875,24052.955078125,0,2,0,2
"1713",42,12,0,1,0,25862.322265625,25243.548828125,0,0,2,0,2
"1714",42,12,0,1,0,25862.322265625,13644.048828125,14855.5849609375,0,2,0,2
"1715",42,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1716",42,12,0,1,0,1963.18530273438,4189.35498046875,1551.61291503906,0,2,0,2
"1717",42,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1718",20,12,0,0,0,8062.3828125,2083.935546875,25564.669921875,0,2,0,2
"1719",20,12,0,0,0,10176.431640625,10772.37109375,15055.078125,0,2,0,2
"1720",20,12,0,0,0,223.356414794922,7501.45166015625,15946.1474609375,0,2,0,2
"1721",20,12,0,0,0,0,281.080657958984,17611.544921875,0,2,0,2
"1722",20,12,0,0,0,5101.9306640625,10077.7255859375,16039.244140625,0,2,0,2
"1723",20,12,0,0,0,7509.86962890625,16633.88671875,15393.4775390625,0,2,0,2
"1724",20,12,0,0,0,7425.62109375,6087.0966796875,25564.669921875,0,2,0,2
"1725",20,12,0,0,0,6822.1669921875,10473.38671875,13447.3115234375,0,2,0,2
"1726",20,12,0,0,0,94.044807434082,0,15031.4345703125,0,2,0,2
"1727",42,10,0,1,1,12735.234375,11637.0966796875,1921.04455566406,0,2,0,1
"1728",46,15,0,1,0,21655.775390625,22690.548828125,23816.51953125,0,2,0,3
"1729",36,16,0,1,0,0,0,0,0,2,0,4
"1730",36,16,0,1,0,25862.322265625,24926.662109375,25564.669921875,0,2,0,4
"1731",36,16,0,1,0,21653.81640625,23021.7578125,20441.392578125,0,2,0,4
"1732",42,9,0,1,1,24829.7890625,25243.548828125,0,0,2,0,1
"1733",46,14,0,1,0,25419.52734375,24534.580078125,24299.736328125,0,2,0,3
"1734",46,14,0,1,0,19776.83984375,25243.548828125,25564.669921875,0,2,0,3
"1735",46,14,0,1,0,23795.294921875,23415.62890625,24744.53125,0,2,0,3
"1736",46,14,0,1,0,0,13901.8544921875,0,0,2,0,3
"1737",42,8,0,1,1,25862.322265625,25243.548828125,14378.279296875,0,2,0,1
"1738",42,8,0,1,1,18268.203125,18912.966796875,17685.431640625,0,2,0,1
"1739",46,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1740",46,13,0,1,0,5983.6005859375,7807.5966796875,7635.4130859375,0,2,0,3
"1741",46,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1742",46,13,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1743",36,14,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,3
"1744",36,14,0,1,0,25862.322265625,22210.7421875,6373.4345703125,0,2,0,3
"1745",46,12,0,1,0,9998.138671875,9202.2578125,9281.6005859375,0,2,0,2
"1746",46,12,0,1,0,22464.953125,20397.14453125,22894.41796875,0,2,0,2
"1747",46,12,0,1,0,22531.568359375,25243.548828125,18442.02734375,0,2,0,2
"1748",46,12,0,1,0,22169.103515625,25243.548828125,20494.58984375,0,2,0,2
"1749",46,12,0,1,0,23299.6015625,17178.14453125,25564.669921875,0,2,0,2
"1750",46,12,0,1,0,24814.11328125,24967.837890625,19339.0078125,0,2,0,2
"1751",46,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1752",46,12,0,1,0,15466.4521484375,19473.337890625,25564.669921875,0,2,0,2
"1753",46,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1754",46,12,0,1,0,22617.775390625,25243.548828125,25564.669921875,0,2,0,2
"1755",46,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1756",46,12,0,1,0,13848.09765625,12335.322265625,0,0,2,0,2
"1757",46,12,0,1,0,25384.259765625,25243.548828125,0,0,2,0,2
"1758",46,12,0,1,0,4482.80224609375,1580.85485839844,2996.82958984375,0,2,0,2
"1759",46,12,0,1,0,21019.013671875,21632.466796875,21969.361328125,0,2,0,2
"1760",46,12,0,1,0,0,0,0,0,2,0,2
"1761",46,12,0,1,0,25860.36328125,22797.966796875,21592.541015625,0,2,0,2
"1762",46,12,0,1,0,25862.322265625,25243.548828125,25564.669921875,0,2,0,2
"1763",46,12,0,1,0,25862.322265625,24679.59765625,21515.69921875,0,2,0,2
"1764",46,12,0,1,0,1106.98571777344,2776.79028320312,13460.611328125,0,2,0,2
"1765",46,12,0,1,0,24506.509765625,24462.966796875,25564.669921875,0,2,0,2
"1766",46,12,0,1,0,25862.322265625,22230.435546875,25564.669921875,0,2,0,2
